,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,track_id,valence
0,0.4166752327,0.6758939853,0.6344762684,0.0106280683,0.17764657120000002,0.1593100648,165.922,2,0.576660988
1,0.3744077685,0.5286430621,0.8174611317,0.0018511032,0.1058799438,0.4618181276,126.957,3,0.2692402421
10,0.2355061866,0.43867169240000004,0.48775198750000004,0.7161218401,0.0703593076,0.047297772,120.79,145,0.650451689
100,0.9772815330000001,0.4688077411,0.134975265,0.687699751,0.10538073740000001,0.0731240339,119.646,341,0.4307074319
1000,0.08125585240000001,0.8971966936,0.36788617690000003,0.1044739584,0.0858449424,0.0412706607,100.744,3457,0.749293144
10000,0.0698763984,0.40326727370000004,0.4424063768,0.8394255253,0.0948968902,0.058049034900000004,185.527,46156,0.053260262700000005
10001,0.9702442155000001,0.29811455200000003,0.4594272978,0.9830320492000001,0.0976340374,0.30060367390000003,238.737,46157,0.025364777
10002,0.9469414150000001,0.1247128886,0.0671685283,0.9562725200000001,0.1025885077,0.0388822691,92.585,46158,0.0356855752
10003,0.9158421662,0.2255767897,0.5882633695,0.8726188907,0.11050748710000001,0.0685400686,70.967,46159,0.1806290508
10004,0.29243981280000003,0.7242678593,0.5691414095,0.3041421489,0.0962221169,0.079396615,163.989,46160,0.3080777273
10005,0.9533492808,0.4985245768,0.5525028695,0.9243909870000001,0.6849144746,0.0288845449,78.958,46204,0.430448363
10006,0.6132286964,0.5003198943,0.4879923568,0.9368112833000001,0.6377504698,0.0303270352,112.667,46205,0.8247492682
10007,0.9749394177,0.2736289228,0.44793311290000004,0.9610853678000001,0.0919915412,0.0393368007,81.639,46206,0.7036473058
10008,0.0190578437,0.8583919631,0.5723870338,0.8853569098,0.29346654850000004,0.1446212445,126.972,46258,0.74347421
10009,0.6311884415,0.837958838,0.5666895164,0.8998681149000001,0.0960122575,0.056637046100000005,90.01,46259,0.5948313162000001
1001,0.1956274552,0.3789820934,0.5636830266,0.8639027175,0.10488976130000001,0.0925630357,229.496,3458,0.7906890344
10010,0.010818344300000001,0.6572532288,0.8218395596,0.8770151053,0.0826586772,0.0322648656,98.0,46260,0.707045971
10011,0.39101689100000003,0.7392412783000001,0.6375466698000001,0.8843557830000001,0.11403625270000001,0.17222927870000002,160.093,46261,0.2844254893
10012,0.31547061660000003,0.23975238910000002,0.9464708673000001,0.7763353035,0.7031577308,0.09113875440000001,117.667,46262,0.07751027070000001
10013,0.0138036391,0.0977494515,0.8047259120000001,0.7819637072000001,0.2629233968,0.0413030368,181.104,46263,0.2433067988
10014,0.0808836055,0.2920233859,0.9359934504,0.5550325171,0.7268723167000001,0.0676705752,119.512,46264,0.0547716891
10015,0.35218138050000003,0.2974514585,0.8812474640000001,0.1143533273,0.7185301511000001,0.0819762447,122.257,46265,0.0663420053
10016,0.033691506,0.2118023454,0.9425394147,0.8455348717000001,0.2262966472,0.0835870311,122.09,46266,0.0384581164
10017,0.159422051,0.314757304,0.785351333,0.0154289228,0.672867993,0.06426400360000001,119.406,46267,0.1993330778
10018,0.0053808614,0.3179996284,0.9504081072,0.8839619857000001,0.37779735400000003,0.0629479478,123.708,46268,0.1690390121
10019,0.0199914738,0.3028718756,0.8515697373000001,0.09800056730000001,0.6950244305000001,0.0372260247,160.835,46269,0.1762322935
1002,0.6126745069,0.3397036469,0.6032309648,0.9736856609000001,0.2543687402,0.036302336500000004,150.396,3467,0.3221628029
10020,0.0007607624,0.1298811291,0.9311589151,0.0531112371,0.6960931553,0.0442030257,169.385,46270,0.0690429699
10021,0.0001051432,0.31597649450000004,0.8726083670000001,0.7112856915,0.7369812320000001,0.0685818375,122.625,46271,0.0904375548
10022,0.9928223848000001,0.2291102059,0.1100590095,0.8452344533,0.1086369142,0.0451412507,72.997,46274,0.0608551159
10023,0.055897397300000005,0.6306756418,0.9107351808,0.0425592967,0.8396997807000001,0.0414737717,116.987,46333,0.9799451685
10024,0.6415455792,0.5169323686,0.9238173182,3.22161e-05,0.1932389431,0.0315572873,141.315,46334,0.9603216428
10025,0.2678495208,0.5046076744,0.8632601361000001,0.7618324269000001,0.1923751123,0.1241024813,139.879,46335,0.7439661401000001
10026,0.6984448169,0.7330966274,0.8319630233,0.8827016143,0.13463138460000001,0.0328893618,122.17,46336,0.9000277636
10027,0.8428915768,0.1412818506,0.9261685881,0.6913005514,0.0753749907,0.08788248480000001,212.934,46337,0.8418380568
10028,0.9207975217000001,0.4870288513,0.8829766437000001,0.8979951478,0.34691681290000004,0.0414677135,145.637,46338,0.6645839387
10029,0.0189745626,0.5282161106000001,0.7399856653,0.5045047834,0.2574454296,0.12084697700000001,156.191,46339,0.9232879992
1003,0.6012892319,0.5018140239000001,0.517443746,0.4146387701,0.2612522258,0.0320451541,149.784,3468,0.8742301595
10030,0.7839888736,0.2318776918,0.9700016503000001,0.9053551893,0.2866158182,0.1111445734,85.805,46341,0.8955101979000001
10031,0.7883490238,0.38894245790000004,0.021063554800000002,1e-09,0.43353107500000004,0.4016950747,42.706,46463,0.3157642034
